,Unnamed: 0,original,destination,original address,destination address,distance,time
231,232,อุทัยธานี,ชัยนาท,"['Tha Chang Road , Uthai Mai , 61000 Mueang Uthai Thani , Uthai Thani, ตำบล อุทัยใหม่ อำเภอเมืองอุทัยธานี อุทัยธานี 61000, Thailand']","['328/9 ถนนลูกเสือ 2 Tambon Nai Muang, Amphoe Mueang Chai Nat, Chang Wat Chai Nat 17000, Thailand']",29.1 km,31 mins
232,233,อุทัยธานี,นครสวรรค์,"['Tha Chang Road , Uthai Mai , 61000 Mueang Uthai Thani , Uthai Thani, ตำบล อุทัยใหม่ อำเภอเมืองอุทัยธานี อุทัยธานี 61000, Thailand']","['108/19 Matulee Rd, Tambon Pak Nam Pho, Amphoe Mueang Nakhon Sawan, Chang Wat Nakhon Sawan 60000, Thailand']",44.5 km,48 mins
233,234,อุทัยธานี,ตาก,"['Tha Chang Road , Uthai Mai , 61000 Mueang Uthai Thani , Uthai Thani, ตำบล อุทัยใหม่ อำเภอเมืองอุทัยธานี อุทัยธานี 61000, Thailand']","['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']",221 km,2 hours 57 mins
234,235,อุทัยธานี,กาญจนบุรี,"['Tha Chang Road , Uthai Mai , 61000 Mueang Uthai Thani , Uthai Thani, ตำบล อุทัยใหม่ อำเภอเมืองอุทัยธานี อุทัยธานี 61000, Thailand']","['328 Sangchuto Rd, Ban Tai, Amphoe Mueang Kanchanaburi, Chang Wat Kanchanaburi 71000, Thailand']",187 km,2 hours 58 mins
235,236,อุทัยธานี,สุพรรณบุรี,"['Tha Chang Road , Uthai Mai , 61000 Mueang Uthai Thani , Uthai Thani, ตำบล อุทัยใหม่ อำเภอเมืองอุทัยธานี อุทัยธานี 61000, Thailand']","['F4F9+Q9P, Tha Phi Liang, Mueang Suphan Buri District, Suphan Buri 72000, Thailand']",123 km,1 hour 53 mins
236,237,กำแพงเพชร,นครสวรรค์,"['FGPF+3XG, Nai Mueang, Mueang Kamphaeng Phet District, Kamphaeng Phet 62000, Thailand']","['108/19 Matulee Rd, Tambon Pak Nam Pho, Amphoe Mueang Nakhon Sawan, Chang Wat Nakhon Sawan 60000, Thailand']",123 km,1 hour 41 mins
237,238,กำแพงเพชร,ตาก,"['FGPF+3XG, Nai Mueang, Mueang Kamphaeng Phet District, Kamphaeng Phet 62000, Thailand']","['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']",71.5 km,1 hour 0 mins
238,239,กำแพงเพชร,สุโขทัย,"['FGPF+3XG, Nai Mueang, Mueang Kamphaeng Phet District, Kamphaeng Phet 62000, Thailand']","['2R5F+596, Thani, Mueang Sukhothai District, Sukhothai 64000, Thailand']",79.3 km,1 hour 12 mins
239,240,กำแพงเพชร,พิษณุโลก,"['FGPF+3XG, Nai Mueang, Mueang Kamphaeng Phet District, Kamphaeng Phet 62000, Thailand']","['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']",108 km,1 hour 38 mins
240,241,กำแพงเพชร,พิจิตร,"['FGPF+3XG, Nai Mueang, Mueang Kamphaeng Phet District, Kamphaeng Phet 62000, Thailand']","['4/411ต.ในเมือง อ.เมือง Tambon Nai Mueang, Amphoe Mueang Phichit, Chang Wat Phichit 66000, Thailand']",94.1 km,1 hour 26 mins
241,242,ตาก,เชียงใหม่,"['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']","['99/9 Chotana Rd, Tambon Chang Phueak, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50300, Thailand']",272 km,3 hours 34 mins
242,243,ตาก,ลำพูน,"['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']","['H2H9+69C, Wiang Yong, Mueang Lamphun District, Lamphun 51000, Thailand']",240 km,3 hours 6 mins
243,244,ตาก,ลำปาง,"['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']","['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']",183 km,2 hours 23 mins
244,245,ตาก,แม่ฮ่องสอน,"['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']","['อาคารที่ว่าการอำเภอเมืองแม่ฮ่องสอน, ถนนปางล้อนิคม, ตำบลจองคำ อำเภอเมืองแม่ฮ่องสอน จังหวัดแม่ฮ่องสอน, 58000 Tambon Pang Mu, Amphoe Mueang Mae Hong Son, Chang Wat Mae Hong Son 58000, Thailand']",459 km,8 hours 18 mins
245,246,ตาก,นครสวรรค์,"['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']","['108/19 Matulee Rd, Tambon Pak Nam Pho, Amphoe Mueang Nakhon Sawan, Chang Wat Nakhon Sawan 60000, Thailand']",187 km,2 hours 29 mins
246,247,ตาก,อุทัยธานี,"['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']","['Tha Chang Road , Uthai Mai , 61000 Mueang Uthai Thani , Uthai Thani, ตำบล อุทัยใหม่ อำเภอเมืองอุทัยธานี อุทัยธานี 61000, Thailand']",221 km,2 hours 57 mins
247,248,ตาก,กำแพงเพชร,"['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']","['FGPF+3XG, Nai Mueang, Mueang Kamphaeng Phet District, Kamphaeng Phet 62000, Thailand']",71.4 km,59 mins
248,249,ตาก,สุโขทัย,"['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']","['2R5F+596, Thani, Mueang Sukhothai District, Sukhothai 64000, Thailand']",84.7 km,1 hour 11 mins
249,250,ตาก,กาญจนบุรี,"['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']","['328 Sangchuto Rd, Ban Tai, Amphoe Mueang Kanchanaburi, Chang Wat Kanchanaburi 71000, Thailand']",411 km,5 hours 48 mins
250,251,สุโขทัย,ลำปาง,"['2R5F+596, Thani, Mueang Sukhothai District, Sukhothai 64000, Thailand']","['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']",210 km,3 hours 4 mins
251,252,สุโขทัย,อุตรดิตถ์,"['2R5F+596, Thani, Mueang Sukhothai District, Sukhothai 64000, Thailand']","['J3GW+8Q6, Pracha Nimit Rd, Tambon Tha It, Amphoe Mueang Uttaradit, Chang Wat Uttaradit 53000, Thailand']",89.4 km,1 hour 30 mins
252,253,สุโขทัย,แพร่,"['2R5F+596, Thani, Mueang Sukhothai District, Sukhothai 64000, Thailand']","['ที่ว่าการอำเภอเมืองแพร่ ถนน 44WR+5GH, Chaiyabun Rd, Tambon Nai Wiang, Amphoe Mueang Phrae, Chang Wat Phrae 54000, Thailand']",164 km,2 hours 35 mins
253,254,สุโขทัย,กำแพงเพชร,"['2R5F+596, Thani, Mueang Sukhothai District, Sukhothai 64000, Thailand']","['FGPF+3XG, Nai Mueang, Mueang Kamphaeng Phet District, Kamphaeng Phet 62000, Thailand']",79.1 km,1 hour 10 mins
254,255,สุโขทัย,ตาก,"['2R5F+596, Thani, Mueang Sukhothai District, Sukhothai 64000, Thailand']","['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']",84.5 km,1 hour 11 mins
255,256,สุโขทัย,พิษณุโลก,"['2R5F+596, Thani, Mueang Sukhothai District, Sukhothai 64000, Thailand']","['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']",58.1 km,54 mins
256,257,พิษณุโลก,เลย,"['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']","['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']",227 km,3 hours 26 mins
257,258,พิษณุโลก,อุตรดิตถ์,"['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']","['J3GW+8Q6, Pracha Nimit Rd, Tambon Tha It, Amphoe Mueang Uttaradit, Chang Wat Uttaradit 53000, Thailand']",110 km,1 hour 31 mins
258,259,พิษณุโลก,กำแพงเพชร,"['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']","['FGPF+3XG, Nai Mueang, Mueang Kamphaeng Phet District, Kamphaeng Phet 62000, Thailand']",108 km,1 hour 39 mins
259,260,พิษณุโลก,สุโขทัย,"['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']","['2R5F+596, Thani, Mueang Sukhothai District, Sukhothai 64000, Thailand']",58.1 km,54 mins
260,261,พิษณุโลก,พิจิตร,"['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']","['4/411ต.ในเมือง อ.เมือง Tambon Nai Mueang, Amphoe Mueang Phichit, Chang Wat Phichit 66000, Thailand']",66.4 km,1 hour 4 mins
261,262,พิษณุโลก,เพชรบูรณ์,"['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']","['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']",161 km,2 hours 18 mins
262,263,พิจิตร,นครสวรรค์,"['4/411ต.ในเมือง อ.เมือง Tambon Nai Mueang, Amphoe Mueang Phichit, Chang Wat Phichit 66000, Thailand']","['108/19 Matulee Rd, Tambon Pak Nam Pho, Amphoe Mueang Nakhon Sawan, Chang Wat Nakhon Sawan 60000, Thailand']",105 km,1 hour 29 mins
263,264,พิจิตร,กำแพงเพชร,"['4/411ต.ในเมือง อ.เมือง Tambon Nai Mueang, Amphoe Mueang Phichit, Chang Wat Phichit 66000, Thailand']","['FGPF+3XG, Nai Mueang, Mueang Kamphaeng Phet District, Kamphaeng Phet 62000, Thailand']",94.4 km,1 hour 26 mins
264,265,พิจิตร,พิษณุโลก,"['4/411ต.ในเมือง อ.เมือง Tambon Nai Mueang, Amphoe Mueang Phichit, Chang Wat Phichit 66000, Thailand']","['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']",66.5 km,1 hour 5 mins
265,266,พิจิตร,เพชรบูรณ์,"['4/411ต.ในเมือง อ.เมือง Tambon Nai Mueang, Amphoe Mueang Phichit, Chang Wat Phichit 66000, Thailand']","['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']",132 km,2 hours 13 mins
266,267,เพชรบูรณ์,ลพบุรี,"['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']","['อาคารที่ว่าการอำเภอเมืองลพบุรี, ถนนนารายณ์มหาราช, ตำบลทะเลชุบศร อำเภอเมืองลพบุรี จังหวัดลพบุรี, 15000 Tambon Tha Hin, Amphoe Mueang Lop Buri, Chang Wat Lopburi 15000, Thailand']",239 km,3 hours 17 mins
267,268,เพชรบูรณ์,ชัยภูมิ,"['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']","['อาคารที่ว่าการอำเภอเมืองชัยภูมิ, ถนนองค์การ สาย 2, ตำบลในเมือง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ, 36000 Tambon Nai Mueang, Amphoe Mueang Chaiyaphum, Chang Wat Chaiyaphum 36000, Thailand']",202 km,3 hours 18 mins
268,269,เพชรบูรณ์,ขอนแก่น,"['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']","['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']",234 km,3 hours 34 mins
269,270,เพชรบูรณ์,เลย,"['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']","['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']",186 km,2 hours 58 mins
270,271,เพชรบูรณ์,นครสวรรค์,"['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']","['108/19 Matulee Rd, Tambon Pak Nam Pho, Amphoe Mueang Nakhon Sawan, Chang Wat Nakhon Sawan 60000, Thailand']",195 km,2 hours 53 mins
271,272,เพชรบูรณ์,พิษณุโลก,"['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']","['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']",160 km,2 hours 16 mins
272,273,เพชรบูรณ์,พิจิตร,"['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']","['4/411ต.ในเมือง อ.เมือง Tambon Nai Mueang, Amphoe Mueang Phichit, Chang Wat Phichit 66000, Thailand']",133 km,2 hours 15 mins
273,274,ราชบุรี,กาญจนบุรี,"['GRH7+G3R, Na Muang, Mueang Ratchaburi, Ratchaburi 70000, Thailand']","['328 Sangchuto Rd, Ban Tai, Amphoe Mueang Kanchanaburi, Chang Wat Kanchanaburi 71000, Thailand']",75.3 km,1 hour 29 mins
274,275,ราชบุรี,นครปฐม,"['GRH7+G3R, Na Muang, Mueang Ratchaburi, Ratchaburi 70000, Thailand']","['30 Tesa Rd, Tambon Phra Prathom Chedi, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom 73000, Thailand']",49.6 km,50 mins
275,276,ราชบุรี,สมุทรสาคร,"['GRH7+G3R, Na Muang, Mueang Ratchaburi, Ratchaburi 70000, Thailand']","['เลขที่ - หมู่บ้าน ตลาดสดเทศบาลมหาชัย ชั้น2 มหาชัย Tambon Mahachai, Amphoe Mueang Samut Sakhon, Chang Wat Samut Sakhon 74000, Thailand']",81.9 km,1 hour 11 mins
276,277,ราชบุรี,สมุทรสงคราม,"['GRH7+G3R, Na Muang, Mueang Ratchaburi, Ratchaburi 70000, Thailand']","['ที่ว่าการ Soi Ekkachai, Tambon Mae Klong, Amphoe Mueang Samut Songkhram, Chang Wat Samut Songkhram 75000, Thailand']",46.3 km,43 mins
277,278,ราชบุรี,เพชรบุรี,"['GRH7+G3R, Na Muang, Mueang Ratchaburi, Ratchaburi 70000, Thailand']","['4W6V+PJ5, Khlong Kra Saeng, Mueang Phetchaburi District, Phetchaburi 76000, Thailand']",57.0 km,49 mins
278,279,กาญจนบุรี,อุทัยธานี,"['328 Sangchuto Rd, Ban Tai, Amphoe Mueang Kanchanaburi, Chang Wat Kanchanaburi 71000, Thailand']","['Tha Chang Road , Uthai Mai , 61000 Mueang Uthai Thani , Uthai Thani, ตำบล อุทัยใหม่ อำเภอเมืองอุทัยธานี อุทัยธานี 61000, Thailand']",185 km,2 hours 58 mins
279,280,กาญจนบุรี,ตาก,"['328 Sangchuto Rd, Ban Tai, Amphoe Mueang Kanchanaburi, Chang Wat Kanchanaburi 71000, Thailand']","['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']",421 km,5 hours 51 mins
280,281,กาญจนบุรี,ราชบุรี,"['328 Sangchuto Rd, Ban Tai, Amphoe Mueang Kanchanaburi, Chang Wat Kanchanaburi 71000, Thailand']","['GRH7+G3R, Na Muang, Mueang Ratchaburi, Ratchaburi 70000, Thailand']",74.0 km,1 hour 25 mins
281,282,กาญจนบุรี,สุพรรณบุรี,"['328 Sangchuto Rd, Ban Tai, Amphoe Mueang Kanchanaburi, Chang Wat Kanchanaburi 71000, Thailand']","['F4F9+Q9P, Tha Phi Liang, Mueang Suphan Buri District, Suphan Buri 72000, Thailand']",93.2 km,1 hour 33 mins
282,283,กาญจนบุรี,นครปฐม,"['328 Sangchuto Rd, Ban Tai, Amphoe Mueang Kanchanaburi, Chang Wat Kanchanaburi 71000, Thailand']","['30 Tesa Rd, Tambon Phra Prathom Chedi, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom 73000, Thailand']",72.2 km,1 hour 0 mins
283,284,สุพรรณบุรี,พระนครศรีอยุธยา,"['F4F9+Q9P, Tha Phi Liang, Mueang Suphan Buri District, Suphan Buri 72000, Thailand']","['20 Khlong Makharm Riang Rd, Tambon Pratuchai, Amphoe Phra Nakhon Si Ayutthaya, Chang Wat Phra Nakhon Si Ayutthaya 13000, Thailand']",62.4 km,1 hour 3 mins
284,285,สุพรรณบุรี,อ่างทอง,"['F4F9+Q9P, Tha Phi Liang, Mueang Suphan Buri District, Suphan Buri 72000, Thailand']","['HFQ3+M9X, Bang Kaeo, Mueang Ang Thong District, Ang Thong 14000, Thailand']",44.8 km,46 mins
285,286,สุพรรณบุรี,สิงห์บุรี,"['F4F9+Q9P, Tha Phi Liang, Mueang Suphan Buri District, Suphan Buri 72000, Thailand']","['ที่ว่าการอำเภอเมืองสิงห์บุรี ถนน VCQ3+8V8, Wilai Chit, Tambon Bang Phutsa, Amphoe Mueang Sing Buri, Chang Wat Sing Buri 16000, Thailand']",71.2 km,1 hour 13 mins
286,287,สุพรรณบุรี,ชัยนาท,"['F4F9+Q9P, Tha Phi Liang, Mueang Suphan Buri District, Suphan Buri 72000, Thailand']","['328/9 ถนนลูกเสือ 2 Tambon Nai Muang, Amphoe Mueang Chai Nat, Chang Wat Chai Nat 17000, Thailand']",96.8 km,1 hour 24 mins
287,288,สุพรรณบุรี,อุทัยธานี,"['F4F9+Q9P, Tha Phi Liang, Mueang Suphan Buri District, Suphan Buri 72000, Thailand']","['Tha Chang Road , Uthai Mai , 61000 Mueang Uthai Thani , Uthai Thani, ตำบล อุทัยใหม่ อำเภอเมืองอุทัยธานี อุทัยธานี 61000, Thailand']",124 km,1 hour 50 mins
288,289,สุพรรณบุรี,กาญจนบุรี,"['F4F9+Q9P, Tha Phi Liang, Mueang Suphan Buri District, Suphan Buri 72000, Thailand']","['328 Sangchuto Rd, Ban Tai, Amphoe Mueang Kanchanaburi, Chang Wat Kanchanaburi 71000, Thailand']",94.1 km,1 hour 34 mins
289,290,สุพรรณบุรี,นครปฐม,"['F4F9+Q9P, Tha Phi Liang, Mueang Suphan Buri District, Suphan Buri 72000, Thailand']","['30 Tesa Rd, Tambon Phra Prathom Chedi, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom 73000, Thailand']",92.2 km,1 hour 36 mins
290,291,นครปฐม,กรุงเทพมหานคร,"['30 Tesa Rd, Tambon Phra Prathom Chedi, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom 73000, Thailand']","['Victory Monument (Din Daeng side), Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand']",55.8 km,1 hour 0 mins
291,292,นครปฐม,นนทบุรี,"['30 Tesa Rd, Tambon Phra Prathom Chedi, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom 73000, Thailand']","['VG67+X92, Bang Krasaw, Mueang Nonthaburi District, Nonthaburi 11000, Thailand']",64.8 km,59 mins
292,293,นครปฐม,พระนครศรีอยุธยา,"['30 Tesa Rd, Tambon Phra Prathom Chedi, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom 73000, Thailand']","['20 Khlong Makharm Riang Rd, Tambon Pratuchai, Amphoe Phra Nakhon Si Ayutthaya, Chang Wat Phra Nakhon Si Ayutthaya 13000, Thailand']",118 km,1 hour 48 mins
293,294,นครปฐม,ราชบุรี,"['30 Tesa Rd, Tambon Phra Prathom Chedi, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom 73000, Thailand']","['GRH7+G3R, Na Muang, Mueang Ratchaburi, Ratchaburi 70000, Thailand']",49.4 km,47 mins
294,295,นครปฐม,กาญจนบุรี,"['30 Tesa Rd, Tambon Phra Prathom Chedi, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom 73000, Thailand']","['328 Sangchuto Rd, Ban Tai, Amphoe Mueang Kanchanaburi, Chang Wat Kanchanaburi 71000, Thailand']",70.3 km,1 hour 16 mins
295,296,นครปฐม,สุพรรณบุรี,"['30 Tesa Rd, Tambon Phra Prathom Chedi, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom 73000, Thailand']","['F4F9+Q9P, Tha Phi Liang, Mueang Suphan Buri District, Suphan Buri 72000, Thailand']",89.2 km,1 hour 33 mins
296,297,นครปฐม,สมุทรสาคร,"['30 Tesa Rd, Tambon Phra Prathom Chedi, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom 73000, Thailand']","['เลขที่ - หมู่บ้าน ตลาดสดเทศบาลมหาชัย ชั้น2 มหาชัย Tambon Mahachai, Amphoe Mueang Samut Sakhon, Chang Wat Samut Sakhon 74000, Thailand']",54.2 km,56 mins
297,298,สมุทรสาคร,กรุงเทพมหานคร,"['เลขที่ - หมู่บ้าน ตลาดสดเทศบาลมหาชัย ชั้น2 มหาชัย Tambon Mahachai, Amphoe Mueang Samut Sakhon, Chang Wat Samut Sakhon 74000, Thailand']","['Victory Monument (Din Daeng side), Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand']",46.8 km,46 mins
298,299,สมุทรสาคร,ราชบุรี,"['เลขที่ - หมู่บ้าน ตลาดสดเทศบาลมหาชัย ชั้น2 มหาชัย Tambon Mahachai, Amphoe Mueang Samut Sakhon, Chang Wat Samut Sakhon 74000, Thailand']","['GRH7+G3R, Na Muang, Mueang Ratchaburi, Ratchaburi 70000, Thailand']",80.5 km,1 hour 7 mins
299,300,สมุทรสาคร,นครปฐม,"['เลขที่ - หมู่บ้าน ตลาดสดเทศบาลมหาชัย ชั้น2 มหาชัย Tambon Mahachai, Amphoe Mueang Samut Sakhon, Chang Wat Samut Sakhon 74000, Thailand']","['30 Tesa Rd, Tambon Phra Prathom Chedi, Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom 73000, Thailand']",53.8 km,56 mins
300,301,สมุทรสาคร,สมุทรสงคราม,"['เลขที่ - หมู่บ้าน ตลาดสดเทศบาลมหาชัย ชั้น2 มหาชัย Tambon Mahachai, Amphoe Mueang Samut Sakhon, Chang Wat Samut Sakhon 74000, Thailand']","['ที่ว่าการ Soi Ekkachai, Tambon Mae Klong, Amphoe Mueang Samut Songkhram, Chang Wat Samut Songkhram 75000, Thailand']",37.8 km,35 mins
301,302,สมุทรสงคราม,ราชบุรี,"['ที่ว่าการ Soi Ekkachai, Tambon Mae Klong, Amphoe Mueang Samut Songkhram, Chang Wat Samut Songkhram 75000, Thailand']","['GRH7+G3R, Na Muang, Mueang Ratchaburi, Ratchaburi 70000, Thailand']",48.2 km,44 mins
302,303,สมุทรสงคราม,สมุทรสาคร,"['ที่ว่าการ Soi Ekkachai, Tambon Mae Klong, Amphoe Mueang Samut Songkhram, Chang Wat Samut Songkhram 75000, Thailand']","['เลขที่ - หมู่บ้าน ตลาดสดเทศบาลมหาชัย ชั้น2 มหาชัย Tambon Mahachai, Amphoe Mueang Samut Sakhon, Chang Wat Samut Sakhon 74000, Thailand']",38.7 km,39 mins
303,304,สมุทรสงคราม,เพชรบุรี,"['ที่ว่าการ Soi Ekkachai, Tambon Mae Klong, Amphoe Mueang Samut Songkhram, Chang Wat Samut Songkhram 75000, Thailand']","['4W6V+PJ5, Khlong Kra Saeng, Mueang Phetchaburi District, Phetchaburi 76000, Thailand']",57.6 km,48 mins
304,305,เพชรบุรี,ราชบุรี,"['4W6V+PJ5, Khlong Kra Saeng, Mueang Phetchaburi District, Phetchaburi 76000, Thailand']","['GRH7+G3R, Na Muang, Mueang Ratchaburi, Ratchaburi 70000, Thailand']",57.2 km,48 mins
305,306,เพชรบุรี,สมุทรสงคราม,"['4W6V+PJ5, Khlong Kra Saeng, Mueang Phetchaburi District, Phetchaburi 76000, Thailand']","['ที่ว่าการ Soi Ekkachai, Tambon Mae Klong, Amphoe Mueang Samut Songkhram, Chang Wat Samut Songkhram 75000, Thailand']",56.9 km,46 mins
306,307,เพชรบุรี,ประจวบคีรีขันธ์,"['4W6V+PJ5, Khlong Kra Saeng, Mueang Phetchaburi District, Phetchaburi 76000, Thailand']","['33 Pitak Chart Rd, Amphoe Mueang Prachuap Khiri Khan, Chang Wat Prachuap Khiri Khan 77000, Thailand']",158 km,2 hours 11 mins
307,308,ประจวบคีรีขันธ์,เพชรบุรี,"['33 Pitak Chart Rd, Amphoe Mueang Prachuap Khiri Khan, Chang Wat Prachuap Khiri Khan 77000, Thailand']","['4W6V+PJ5, Khlong Kra Saeng, Mueang Phetchaburi District, Phetchaburi 76000, Thailand']",159 km,2 hours 11 mins
308,309,ประจวบคีรีขันธ์,ชุมพร,"['33 Pitak Chart Rd, Amphoe Mueang Prachuap Khiri Khan, Chang Wat Prachuap Khiri Khan 77000, Thailand']","['F5VH+4MM, Tha Taphao, Mueang Chumphon District, Chumphon 86000, Thailand']",180 km,2 hours 25 mins
309,310,นครศรีธรรมราช,กระบี่,"['ที่ว่าการ, FXJ8+9WV ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000, Thailand']","['7 Khongkha Rd, Tambon Pak Nam, Amphoe Mueang Krabi, Chang Wat Krabi 81000, Thailand']",161 km,2 hours 44 mins
310,311,นครศรีธรรมราช,สุราษฎร์ธานี,"['ที่ว่าการ, FXJ8+9WV ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000, Thailand']","['170 Talad Mai Rd, Tambon Talat, Amphoe Mueang Surat Thani, Chang Wat Surat Thani 84000, Thailand']",138 km,2 hours 8 mins
311,312,นครศรีธรรมราช,สงขลา,"['ที่ว่าการ, FXJ8+9WV ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000, Thailand']","['6H5W+2JP, Bo Yang, Mueang Songkhla District, Songkhla 90000, Thailand']",176 km,2 hours 58 mins
312,313,นครศรีธรรมราช,ตรัง,"['ที่ว่าการ, FXJ8+9WV ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000, Thailand']","['101 Visadekul Alley, Tambon Thap Thiang, Amphoe Mueang Trang, Chang Wat Trang 92000, Thailand']",138 km,2 hours 12 mins
313,314,นครศรีธรรมราช,พัทลุง,"['ที่ว่าการ, FXJ8+9WV ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000, Thailand']","['Choeytukaraj, Tambon Khuha Sawan, Amphoe Muang Phatthalung, Chang Wat Phatthalung 93000, Thailand']",116 km,1 hour 45 mins
314,315,กระบี่,นครศรีธรรมราช,"['7 Khongkha Rd, Tambon Pak Nam, Amphoe Mueang Krabi, Chang Wat Krabi 81000, Thailand']","['ที่ว่าการ, FXJ8+9WV ตำบล ปากพูน อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000, Thailand']",163 km,2 hours 46 mins
315,316,กระบี่,พังงา,"['7 Khongkha Rd, Tambon Pak Nam, Amphoe Mueang Krabi, Chang Wat Krabi 81000, Thailand']","['622 Phet Kasem Rd, Thai Chang, Amphoe Mueang Phang-nga, Chang Wat Phang-nga 82000, Thailand']",81.1 km,1 hour 16 mins
316,317,กระบี่,สุราษฎร์ธานี,"['7 Khongkha Rd, Tambon Pak Nam, Amphoe Mueang Krabi, Chang Wat Krabi 81000, Thailand']","['170 Talad Mai Rd, Tambon Talat, Amphoe Mueang Surat Thani, Chang Wat Surat Thani 84000, Thailand']",160 km,2 hours 12 mins
317,318,กระบี่,ตรัง,"['7 Khongkha Rd, Tambon Pak Nam, Amphoe Mueang Krabi, Chang Wat Krabi 81000, Thailand']","['101 Visadekul Alley, Tambon Thap Thiang, Amphoe Mueang Trang, Chang Wat Trang 92000, Thailand']",129 km,2 hours 3 mins
318,319,พังงา,กระบี่,"['622 Phet Kasem Rd, Thai Chang, Amphoe Mueang Phang-nga, Chang Wat Phang-nga 82000, Thailand']","['7 Khongkha Rd, Tambon Pak Nam, Amphoe Mueang Krabi, Chang Wat Krabi 81000, Thailand']",80.6 km,1 hour 17 mins
